Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Z Vanterpool","Deep Learning-Based Behavioral Quantification of Upper Limb Rehabilitation Dose in a Rat Model of Ischemic Stroke",2022,"","ruor.uottawa.ca","https://ruor.uottawa.ca/handle/10393/43413","",39,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,2,"… Pellet consumption was measured after each session and various metrics were analyzed using deep learning-based software (DeepLabCut, DLC) to represent parameters of dose …","https://ruor.uottawa.ca/bitstream/10393/43413/3/Vanterpool_Zanna_2022_thesis.pdf","https://scholar.google.com/scholar?q=related:1RXTwuPhzUIJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"M Itokazu","Reliability and accuracy of 2D lower limb joint angles during a standing-up motion for markerless motion analysis software using deep learning",2022,"Medicine in Novel Technology and Devices","Elsevier","https://www.sciencedirect.com/science/article/pii/S2590093522000753","https://scholar.google.com/scholar?cites=6314410635254849463&as_sdt=2005&sciodt=2007&hl=en",40,"2024-02-14 17:48:04","HTML","","","",,,,,1,0.50,1,1,2,"… OpenPose (OP) and DeepLabCut (DLC) are applications … This study compared OP and DLC estimates of lower extremity … from the video using OP, DLC, and Kinovea. To confirm …","https://www.sciencedirect.com/science/article/pii/S2590093522000753","https://scholar.google.com/scholar?q=related:t19QgARLoVcJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"F Saputra, ME Suryanto, G Audira, CT Luong…","Using DeepLabCut for markerless cardiac physiology and toxicity estimation in water fleas (Daphnia magna)",2023,"Aquatic Toxicology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0166445X23002783","",41,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,5,1,"… Here, we proposed a novel approach, which uses a DeepLabCut (DLC) for markerless cardiac physiology estimation in Daphnia, that can be used for any ecotoxicity study focusing on …","","https://scholar.google.com/scholar?q=related:BZjOZZgTl5YJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"M Cohen","Investigating the Behavioral and Neuronal Effects of Electric Stimulation of the Cerebellar Cortex Using Awake Mice",2021,"","digitalcommons.pcom.edu","https://digitalcommons.pcom.edu/biomed/207/","https://scholar.google.com/scholar?cites=2311898899543122397&as_sdt=2005&sciodt=2007&hl=en",42,"2024-02-14 17:48:04","","","","",,,,,1,0.33,1,1,3,"… Video data was later analyzed using DeepLabCut, a … extracted from each video by DLC and unique body parts of interest … extract any remaining outliers in the DLC data and for further …","https://digitalcommons.pcom.edu/cgi/viewcontent.cgi?article=1210&context=biomed","https://scholar.google.com/scholar?q=related:3WHi18yDFSAJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
2,"M Moro, F Rizzoglio, F Odone, M Casadio","A video-based MarkerLess body machine interface: A pilot study",2021,"Pattern Recognition. ICPR …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-68790-8_19","https://scholar.google.com/scholar?cites=14988438919554196011&as_sdt=2005&sciodt=2007&hl=en",43,"2024-02-14 17:48:04","","10.1007/978-3-030-68790-8_19","","",,,,,2,0.67,1,4,3,"… (ii) forward pass the current frame through the DLC trained model to obtain the body-vector q… -read with OpenCV- and the weights of the DLC model to the Deeplabcut-live library [13], to …","","https://scholar.google.com/scholar?q=related:K-KqAcmhAdAJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
18,"K Sehara, P Zimmer-Harwood, ME Larkum…","Real-time closed-loop feedback in behavioral time scales using DeepLabCut",2021,"eneuro","eneuro.org","https://www.eneuro.org/content/8/2/ENEURO.0415-20.2021.abstract","https://scholar.google.com/scholar?cites=16131302623333588048&as_sdt=2005&sciodt=2007&hl=en",44,"2024-02-14 17:48:04","","","","",,,,,18,6.00,5,4,3,"… The DLC Live approach of Kane and colleagues is a good … that DLC Live uses to characterize latency) makes our DLC … that DLC Live does so, too. Finally, as far as we know, the …","https://www.eneuro.org/content/eneuro/8/2/ENEURO.0415-20.2021.full.pdf","https://scholar.google.com/scholar?q=related:UBwgxETm3d8J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
2,"PN Goncharow, SM Beaudette","Assessing Time-Varying Lumbar Flexion–Extension Kinematics Using Automated Pose Estimation",2022,"Journal of Applied …","journals.humankinetics.com","https://journals.humankinetics.com/view/journals/jab/38/5/article-p355.xml","https://scholar.google.com/scholar?cites=9986675880918067083&as_sdt=2005&sciodt=2007&hl=en",45,"2024-02-14 17:48:04","","","","",,,,,2,1.00,1,2,2,"… The purpose of this research was to evaluate the algorithm DeepLabCut (DLC) against a … Data were acquired concurrently and tracked using DLC and Vicon. A novel DLC model was …","","https://scholar.google.com/scholar?q=related:iycVUc3Ml4oJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"P Goncharow","Assessing the utility of a video-based motion capture alternative in the assessment of lumbar spine planar angular joint kinematics",2021,"","dr.library.brocku.ca","https://dr.library.brocku.ca/handle/10464/15389","https://scholar.google.com/scholar?cites=6604328342980811054&as_sdt=2005&sciodt=2007&hl=en",46,"2024-02-14 17:48:04","","","","",,,,,1,0.33,1,1,3,"… The purpose of this research is to evaluate the markerless algorithm, DeepLabCut (DLC) … Data were acquired concurrently from DLC and Vicon for all movements. A novel DLC model …","https://dr.library.brocku.ca/bitstream/handle/10464/15389/BROCK_GONCHAROW_PAUL_2021.pdf?sequence=1","https://scholar.google.com/scholar?q=related:Lllq_6JJp1sJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
897,"T Nath, A Mathis, AC Chen, A Patel, M Bethge…","Using DeepLabCut for 3D markerless pose estimation across species and behaviors",2019,"Nature protocols","nature.com","https://www.nature.com/articles/s41596-019-0176-0","https://scholar.google.com/scholar?cites=12676186086167197349&as_sdt=2005&sciodt=2007&hl=en",47,"2024-02-14 17:48:04","","10.1101/476531.full","","",,,,,897,179.40,150,6,5,"… a, Outlier detection: for illustration, we depict the x coordinate estimate by DeepLabCut (DLC) for the back of the hand and an ARIMA fit with 99% confidence interval (CI, bottom). The …","https://www.biorxiv.org/content/10.1101/476531.full","https://scholar.google.com/scholar?q=related:pba-hBXc6q8J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"T Del Rosario Hernández, NR Joshi, SV Gore…","An 8-cage imaging system for automated analyses of mouse behavior",2023,"Scientific Reports","nature.com","https://www.nature.com/articles/s41598-023-35322-1","https://scholar.google.com/scholar?cites=3371738080077289070&as_sdt=2005&sciodt=2007&hl=en",48,"2024-02-14 17:48:04","HTML","","","",,,,,1,1.00,0,4,1,"… 22 h and, to allow the DLC model to perform inference for each … Our trained DLC model recognizes the points of interest in … We tried out DeepLabCut as an alternative method for image …","https://www.nature.com/articles/s41598-023-35322-1","https://scholar.google.com/scholar?q=related:bhaqauvRyi4J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
7,"H Solby, M Radovanovic, JA Sommerville","A new look at infant problem-solving: Using DeepLabCut to investigate exploratory problem-solving approaches",2021,"Frontiers in Psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.705108/full","https://scholar.google.com/scholar?cites=54403557450524180&as_sdt=2005&sciodt=2007&hl=en",49,"2024-02-14 17:48:04","HTML","10.3389/fpsyg.2021.705108","","",,,,,7,2.33,2,3,3,"… Here, we focus particularly on DeepLabCut (DLC) which allows users to train a neural network to track motion in up to three dimensions. DLC relies on a specialized algorithm which is …","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.705108/full","https://scholar.google.com/scholar?q=related:FCZbTL9HwQAJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"S Cataldi, C Lacefield, N Shashaank, G Kumar…","A dopamine-dependent decrease in dorsomedial striatum direct pathway neuronal activity is required for learned motor coordination",2021,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2021.06.07.447452.abstract","",50,"2024-02-14 17:48:04","","10.1101/2021.06.07.447452.abstract","","",,,,,0,0.00,0,5,3,"… sessions on the treadmill using DeepLabCut and custom-built … DLC provides X and Y coordinates of the 2D plane of the … Results obtained by DLC were processed through custom-built …","https://www.biorxiv.org/content/10.1101/2021.06.07.447452.full.pdf","https://scholar.google.com/scholar?q=related:H7W3XokrxEsJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"E Morina","A novel behavioural paradigm for characterising anticipatory postural adjustments in mice",2023,"","discovery.ucl.ac.uk","https://discovery.ucl.ac.uk/id/eprint/10175601/","",51,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"Daily we use purposeful, voluntary movements to interact with our environment. These movements demand and cause our body to experience a weight redistribution, ie, anticipatory …","https://discovery.ucl.ac.uk/id/eprint/10175601/1/Corrections_THESIS_Egzona_Morina.pdf","https://scholar.google.com/scholar?q=related:92zLUqmtudIJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"Y Ogawa, R Aoukar, R Leibbrandt, J Manger, Z Bagheri…","Combining Unity with machine vision to create low latency, flexible, and simple virtual realities",2024,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2024.02.05.579029.abstract","",52,"2024-02-14 17:48:04","","10.1101/2024.02.05.579029.abstract","","",,,,,0,0.00,0,6,1,"… We show that 20 Eristalis tenax hoverflies, using the DLC-live-Unity integration, navigate … The video was used as DeepLabCut-live input, which Unity 755 then used to create the …","https://www.biorxiv.org/content/10.1101/2024.02.05.579029.full.pdf","https://scholar.google.com/scholar?q=related:rTh1H2VIZ38J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
16,"CJ Gabriel, Z Zeidler, B Jin, C Guo, CM Goodpaster…","BehaviorDEPOT is a simple, flexible tool for automated behavioral detection based on markerless pose tracking",2022,"Elife","elifesciences.org","https://elifesciences.org/articles/74314","https://scholar.google.com/scholar?cites=6030829819554196862&as_sdt=2005&sciodt=2007&hl=en",53,"2024-02-14 17:48:04","","","","",,,,,16,8.00,3,6,2,"… ‘master’ DLC network that can track mice in many different arenas, we find that DLC tracking … DLC networks are easy to train and to make it even easier for new users, we provide links to …","https://elifesciences.org/articles/74314.pdf","https://scholar.google.com/scholar?q=related:fm1cp8TPsVMJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
3,"DL Pérez, Z Laudańska, A Radkowska…","Do we need expensive equipment to quantify infants' movement? A cross-validation study between computer vision methods and sensor data",2021,"… on Development and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9515664/","https://scholar.google.com/scholar?cites=9695025327430166865&as_sdt=2005&sciodt=2007&hl=en",54,"2024-02-14 17:48:04","","","","",,,,,3,1.00,1,4,3,"… In this paper, we compare the results of Deeplabcut, an … of movement estimation between Deeplabcut (DLC) [16], a pose… [17,18], but we chose DLC due to its flexibility which allows the …","","https://scholar.google.com/scholar?q=related:UenjOSumi4YJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
28,"EK Vonstad, X Su, B Vereijken, K Bach, JH Nilsen","Comparison of a deep learning-based pose estimation system to marker-based and kinect systems in exergaming for balance training",2020,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/20/23/6940","https://scholar.google.com/scholar?cites=9606279366561800963&as_sdt=2005&sciodt=2007&hl=en",55,"2024-02-14 17:48:04","","","","",,,,,28,7.00,6,5,4,"… The DLC framework is based on a feature detector method from one of the state-of-the-art … the DLC implementation software DeepLabCut (DLC, github.com/DeepLabCut/DeepLabCut). …","https://www.mdpi.com/1424-8220/20/23/6940/pdf","https://scholar.google.com/scholar?q=related:A6MUCTBcUIUJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"C Piazza, J Schroeder, C Lu…","Quantifying Postural Instability with Pose Estimation Software and 3D Depth Extraction",2021,"Frontiers in …","asmedigitalcollection.asme.org","https://asmedigitalcollection.asme.org/BIOMED/proceedings-abstract/DMD2021/84812/1109070","",56,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,4,3,"… Video of this test was then analyzed in DLC and the video data was … DeepLabCut and can be further processed based on the likelihood of each measurement provided by DeepLabCut. …","https://asmedigitalcollection.asme.org/BIOMED/proceedings-pdf/DMD2021/84812/V001T03A003/6805539/v001t03a003-dmd2021-1067.pdf","https://scholar.google.com/scholar?q=related:L0E4wmB_DAkJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
2,"AJ Rönn, M Friedrich, C Palmisano, E Rhodes…","P 57 Markerless, video-based kinematic Tremor Analysis: machine vision in movement disorders",2022,"Clinical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1388245722001067","https://scholar.google.com/scholar?cites=9844254111880989451&as_sdt=2005&sciodt=2007&hl=en",57,"2024-02-14 17:48:04","","","","",,,,,2,1.00,0,5,2,"… Patients &Methods: Using the open-source software DeepLabCut (DLC), we tuned a recurrent convolutional neural network (RCNN) to track anatomic landmarks of the upper body by …","","https://scholar.google.com/scholar?q=related:C0tYKfXQnYgJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
15,"CG Lecomte, J Audet, J Harnie…","A validation of supervised deep learning for gait analysis in the cat",2021,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fninf.2021.712623/full","https://scholar.google.com/scholar?cites=10830049926112939889&as_sdt=2005&sciodt=2007&hl=en",58,"2024-02-14 17:48:04","HTML","10.3389/fninf.2021.712623","","",,,,,15,5.00,4,4,3,"… However, deep learning, and in particular DeepLabCut TM (DLC), allows motion tracking … accuracy of DLC for gait analysis in the adult cat by comparing results obtained with DLC and …","https://www.frontiersin.org/articles/10.3389/fninf.2021.712623/full","https://scholar.google.com/scholar?q=related:cQ-1GQcRTJYJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
24,"N Zdarsky, S Treue, M Esghaei","A deep learning-based approach to video-based eye tracking for human psychophysics",2021,"Frontiers in human neuroscience","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fnhum.2021.685830/full","https://scholar.google.com/scholar?cites=18010577941130258489&as_sdt=2005&sciodt=2007&hl=en",59,"2024-02-14 17:48:04","HTML","10.3389/fnhum.2021.685830","","",,,,,24,8.00,8,3,3,"… Using DeepLabCut (DLC), an open-source toolbox for extracting points of interest from videos, we obtained facial landmarks critical to gaze location and estimated the point of gaze on …","https://www.frontiersin.org/articles/10.3389/fnhum.2021.685830/full","https://scholar.google.com/scholar?q=related:OSiOnDZt8vkJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
5,"N Wittek, K Wittek, C Keibel, O Güntürkün","Supervised machine learning aided behavior classification in pigeons",2023,"Behavior Research Methods","Springer","https://link.springer.com/article/10.3758/s13428-022-01881-w","https://scholar.google.com/scholar?cites=6222649819748357770&as_sdt=2005&sciodt=2007&hl=en",60,"2024-02-14 17:48:04","HTML","10.3758/s13428-022-01881-w","","",,,,,5,5.00,1,4,1,"… -based pose-estimation tools such as DeepLabCut for building supervised machine learning … output as-is, without applying the filters available in DLC or implementing our own. The lack …","https://link.springer.com/article/10.3758/s13428-022-01881-w","https://scholar.google.com/scholar?q=related:ita_wwpLW1YJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
20,"K Ferres, T Schloesser, PA Gloor","Predicting dog emotions based on posture analysis using deeplabcut",2022,"Future Internet","mdpi.com","https://www.mdpi.com/1999-5903/14/4/97","https://scholar.google.com/scholar?cites=16135228990453618474&as_sdt=2005&sciodt=2007&hl=en",61,"2024-02-14 17:48:04","HTML","","","",,,,,20,10.00,7,3,2,"… [18] published a keypoint detection framework called DeepLabCut (DLC), which is based on a … Models trained with the DLC framework can provide a probability value for their keypoint …","https://www.mdpi.com/1999-5903/14/4/97","https://scholar.google.com/scholar?q=related:KpeSWUfZ698J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
